"[u'rozman', u'uji', u'rm4', u'russia', u'membanteras', u'lalat', u'denda', u'mahb', u'apply', u'civil']","[u'yakni', u'akaun', u'bangladesh', u'adakan', u'resolusi', u'sin', u'kepayan', u'siasat', u'bintangor', u'telefon']","[u'lombong', u'sistematik', u'edar', u'kapita', u'bentang', u'pinggang', u'fta', u'kalimantan', u'called', u'tragedi']","[u'kunjung', u'etp', u'dihebahkan', u'makmur', u'nelayan', u'might', u'pinggir', u'ejen', u'junjung', u'tukar']","[u'rukun', u'timpal', u'bsi', u'jawapan', u'borneo', u'perkeso', u'binti', u'kesah', u'trade', u'ktm']","[u'sme', u'selenggara', u'kompaun', u'world', u'rangkum', u'unsur', u'iklim', u'sosioekonomi', u'demam', u'called']","[u'rejab', u'ayam', u'kongsi', u'paksa', u'ekor', u'bayar', u'kelar', u'filem', u'sjkc', u'kanan']","[u'semak', u'sekutu', u'menggerimander', u'hapus', u'bernas', u'tinggal', u'paksa', u'teruk', u'teroka', u'uitm']","[u'ciri', u'mou', u'loteri', u'ratifikasi', u'cermin', u'131598', u'berbeza', u'korban', u'asb', u'rm69']","[u'kompaun', u'nombor', u'hak', u'likely', u'adu', u'1948', u'duti', u'prinsip', u'gdp', u'pakai']"
"[u'senario', u'gegala', u'arak', u'wajib', u'islam', u'unified', u'wakil', u'nilai', u'ajar', u'murah']","[u'senario', u'arak', u'gegala', u'unified', u'wajib', u'minum', u'wakil', u'nilai', u'islam', u'bedah']","[u'senario', u'arak', u'gegala', u'unified', u'islam', u'wakil', u'nilai', u'ajar', u'bedah', u'rungut']","[u'senario', u'arak', u'wakil', u'gegala', u'bedah', u'nilai', u'islam', u'wajib', u'unified', u'agama']","[u'senario', u'arak', u'gegala', u'unified', u'nilai', u'islam', u'wajib', u'wakil', u'ajar', u'murni']","[u'senario', u'arak', u'gegala', u'wakil', u'unified', u'murah', u'wajib', u'nilai', u'bedah', u'islam']","[u'senario', u'arak', u'unified', u'gegala', u'wakil', u'wajib', u'islam', u'murah', u'bedah', u'haram']","[u'senario', u'gegala', u'arak', u'unified', u'wakil', u'islam', u'wajib', u'nilai', u'bedah', u'murah']","[u'senario', u'gegala', u'arak', u'unified', u'wakil', u'wajib', u'islam', u'nilai', u'minum', u'laksana']","[u'senario', u'arak', u'gegala', u'unified', u'wakil', u'islam', u'wajib', u'bedah', u'bahasa', u'ajar']"
"[u'senario', u'ubat', u'arak', u'tetap', u'sabah', u'desak', u'ajar', u'sekolah', u'mati', u'leluasa']","[u'senario', u'arak', u'tetap', u'ubat', u'sabah', u'leluasa', u'hak', u'sekolah', u'tangan', u'mati']","[u'senario', u'ubat', u'sabah', u'tetap', u'arak', u'desak', u'ajar', u'asal', u'sekolah', u'leluasa']","[u'senario', u'ubat', u'tetap', u'hak', u'sabah', u'arak', u'sekolah', u'mati', u'banjir', u'tangan']","[u'senario', u'arak', u'ubat', u'sekolah', u'leluasa', u'ajar', u'sabah', u'desak', u'hak', u'tangan']","[u'senario', u'arak', u'ubat', u'sabah', u'tetap', u'murah', u'mati', u'forensik', u'desak', u'sosial']","[u'senario', u'arak', u'ubat', u'tetap', u'forensik', u'desak', u'sabah', u'mati', u'sekolah', u'ajar']","[u'senario', u'arak', u'ubat', u'tetap', u'sabah', u'mati', u'sekolah', u'leluasa', u'polisi', u'murah']","[u'senario', u'ubat', u'arak', u'tetap', u'sabah', u'desak', u'tangan', u'mati', u'leluasa', u'sekolah']","[u'senario', u'ubat', u'arak', u'tetap', u'sabah', u'sekolah', u'ajar', u'mati', u'leluasa', u'hak']"
"[u'senario', u'bentang', u'ajar', u'arak', u'sekolah', u'minum', u'islam', u'mati', u'keluarga', u'status']","[u'senario', u'arak', u'minum', u'bentang', u'ajar', u'sekolah', u'keluarga', u'mati', u'liquor', u'sabah']","[u'senario', u'bentang', u'ajar', u'arak', u'sekolah', u'sabah', u'mati', u'siasat', u'keluarga', u'islam']","[u'senario', u'arak', u'sekolah', u'ajar', u'bentang', u'mati', u'keluarga', u'sabah', u'tangan', u'islam']","[u'senario', u'ajar', u'arak', u'sekolah', u'islam', u'minum', u'bentang', u'keluarga', u'mati', u'sabah']","[u'senario', u'arak', u'bentang', u'keluarga', u'minum', u'sekolah', u'mati', u'sabah', u'ajar', u'siasat']","[u'senario', u'arak', u'ajar', u'bentang', u'sekolah', u'keluarga', u'minum', u'mati', u'islam', u'sabah']","[u'senario', u'arak', u'minum', u'bentang', u'sekolah', u'ajar', u'mati', u'keluarga', u'islam', u'sarawak']","[u'senario', u'bentang', u'arak', u'minum', u'sekolah', u'ajar', u'mati', u'keluarga', u'islam', u'tangan']","[u'senario', u'arak', u'ajar', u'bentang', u'sekolah', u'keluarga', u'islam', u'mati', u'minum', u'sabah']"
"[u'senario', u'sekolah', u'sarawak', u'laksana', u'ajar', u'sabah', u'jenayah', u'nilai', u'siasat', u'tetap']","[u'senario', u'sarawak', u'sekolah', u'laksana', u'arak', u'sabah', u'siasat', u'tetap', u'ajar', u'jenayah']","[u'senario', u'sarawak', u'laksana', u'sabah', u'siasat', u'sekolah', u'ajar', u'pakar', u'jenayah', u'wakil']","[u'senario', u'sekolah', u'sarawak', u'laksana', u'siasat', u'sabah', u'jenayah', u'wakil', u'ajar', u'banjir']","[u'senario', u'sekolah', u'sarawak', u'jenayah', u'laksana', u'ajar', u'sabah', u'islam', u'siasat', u'leluasa']","[u'senario', u'sarawak', u'laksana', u'sabah', u'jenayah', u'sekolah', u'siasat', u'arak', u'murah', u'tetap']","[u'senario', u'sarawak', u'sekolah', u'laksana', u'ajar', u'jenayah', u'sabah', u'siasat', u'pakar', u'arak']","[u'senario', u'sarawak', u'laksana', u'sekolah', u'sabah', u'pakar', u'arak', u'ajar', u'leluasa', u'jenayah']","[u'senario', u'laksana', u'sekolah', u'sarawak', u'jenayah', u'siasat', u'sabah', u'tangan', u'leluasa', u'arak']","[u'senario', u'sarawak', u'laksana', u'sekolah', u'sabah', u'jenayah', u'ajar', u'tangan', u'tetap', u'pakar']"
"[u'senario', u'sekolah', u'ajar', u'sabah', u'sarawak', u'tetap', u'arak', u'laksana', u'islam', u'bekal']","[u'senario', u'sekolah', u'arak', u'tetap', u'ajar', u'sabah', u'sarawak', u'laksana', u'belanja', u'kanak']","[u'senario', u'ajar', u'sekolah', u'sabah', u'sarawak', u'tetap', u'laksana', u'arak', u'islam', u'bekal']","[u'senario', u'sekolah', u'ajar', u'sabah', u'tetap', u'sarawak', u'arak', u'laksana', u'islam', u'status']","[u'senario', u'sekolah', u'ajar', u'sarawak', u'sabah', u'arak', u'islam', u'tetap', u'laksana', u'status']","[u'senario', u'sabah', u'arak', u'sekolah', u'sarawak', u'tetap', u'ajar', u'laksana', u'islam', u'status']","[u'senario', u'ajar', u'sekolah', u'arak', u'tetap', u'sarawak', u'sabah', u'laksana', u'islam', u'khas']","[u'senario', u'arak', u'sekolah', u'ajar', u'sarawak', u'tetap', u'sabah', u'laksana', u'islam', u'kanak']","[u'senario', u'sekolah', u'arak', u'ajar', u'tetap', u'sabah', u'laksana', u'sarawak', u'islam', u'khas']","[u'senario', u'sekolah', u'ajar', u'sarawak', u'tetap', u'sabah', u'arak', u'laksana', u'islam', u'khas']"
"[u'senario', u'tetap', u'sabah', u'ajar', u'tangan', u'sekolah', u'lulus', u'minyak', u'agama', u'status']","[u'senario', u'tetap', u'sabah', u'tangan', u'lulus', u'menggerimander', u'libat', u'ajar', u'kaji', u'agama']","[u'senario', u'sabah', u'tetap', u'lulus', u'ajar', u'libat', u'gaji', u'hantar', u'agama', u'siasat']","[u'senario', u'tetap', u'sabah', u'sekolah', u'ajar', u'agama', u'tangan', u'menggerimander', u'libat', u'lulus']","[u'senario', u'tetap', u'ajar', u'sabah', u'agama', u'libat', u'tangan', u'sekolah', u'islam', u'gaji']","[u'senario', u'tetap', u'sabah', u'libat', u'hantar', u'tangan', u'laksana', u'agama', u'siasat', u'tuju']","[u'senario', u'tetap', u'sabah', u'ajar', u'tangan', u'libat', u'agama', u'tuju', u'sekolah', u'hantar']","[u'senario', u'tetap', u'sabah', u'menggerimander', u'libat', u'lulus', u'tangan', u'hantar', u'ajar', u'gaji']","[u'senario', u'tetap', u'sabah', u'libat', u'tangan', u'agama', u'sekolah', u'ajar', u'laksana', u'lulus']","[u'senario', u'tetap', u'sabah', u'libat', u'tangan', u'ajar', u'tuju', u'sarawak', u'agama', u'lulus']"
"[u'senario', u'tetap', u'ajar', u'sekolah', u'sabah', u'sarawak', u'nilai', u'laksana', u'jauh', u'tangan']","[u'senario', u'tetap', u'ajar', u'sekolah', u'sabah', u'sarawak', u'laksana', u'arak', u'tangan', u'segera']","[u'senario', u'tetap', u'ajar', u'sekolah', u'sabah', u'sarawak', u'had', u'laksana', u'bayar', u'nilai']","[u'senario', u'sekolah', u'tetap', u'ajar', u'sabah', u'sarawak', u'laksana', u'nilai', u'jauh', u'tangan']","[u'senario', u'ajar', u'sekolah', u'tetap', u'sabah', u'sarawak', u'nilai', u'laksana', u'arak', u'khusus']","[u'senario', u'tetap', u'sekolah', u'ajar', u'sabah', u'sarawak', u'laksana', u'arak', u'sosial', u'kaum']","[u'senario', u'tetap', u'ajar', u'sekolah', u'sabah', u'sarawak', u'arak', u'tangan', u'nilai', u'had']","[u'senario', u'tetap', u'ajar', u'sekolah', u'sabah', u'sarawak', u'arak', u'laksana', u'bayar', u'had']","[u'senario', u'tetap', u'sekolah', u'ajar', u'sabah', u'laksana', u'arak', u'sarawak', u'nilai', u'tangan']","[u'senario', u'tetap', u'ajar', u'sekolah', u'sabah', u'sarawak', u'had', u'tangan', u'laksana', u'arak']"
"[u'senario', u'sekolah', u'ajar', u'tangan', u'tetap', u'laksana', u'sabah', u'nilai', u'agama', u'kesan']","[u'senario', u'sekolah', u'tangan', u'ajar', u'tetap', u'sabah', u'laksana', u'agama', u'kesan', u'arak']","[u'senario', u'sekolah', u'ajar', u'sabah', u'laksana', u'tangan', u'agama', u'kesan', u'tetap', u'libat']","[u'senario', u'sekolah', u'ajar', u'tangan', u'agama', u'sabah', u'laksana', u'tetap', u'libat', u'kesan']","[u'senario', u'sekolah', u'ajar', u'tangan', u'agama', u'sabah', u'laksana', u'nilai', u'kesan', u'libat']","[u'senario', u'sekolah', u'tangan', u'sabah', u'ajar', u'laksana', u'tetap', u'agama', u'libat', u'kaum']","[u'senario', u'sekolah', u'ajar', u'tangan', u'agama', u'tetap', u'sabah', u'laksana', u'nilai', u'sarawak']","[u'senario', u'sekolah', u'ajar', u'tangan', u'tetap', u'laksana', u'sabah', u'libat', u'agama', u'lulus']","[u'senario', u'sekolah', u'tangan', u'ajar', u'laksana', u'agama', u'tetap', u'sabah', u'libat', u'nilai']","[u'senario', u'sekolah', u'tangan', u'ajar', u'tetap', u'laksana', u'sabah', u'libat', u'agama', u'sarawak']"
"[u'senario', u'sabah', u'tetap', u'sarawak', u'wajib', u'kanak', u'ajar', u'taraf', u'pulau', u'sekolah']","[u'senario', u'sabah', u'tetap', u'sarawak', u'kanak', u'pulau', u'wajib', u'tangan', u'kaji', u'arak']","[u'senario', u'sabah', u'tetap', u'sarawak', u'kanak', u'wajib', u'pulau', u'kesan', u'ajar', u'kaji']","[u'senario', u'sabah', u'tetap', u'sarawak', u'wajib', u'pulau', u'sekolah', u'kanak', u'ajar', u'kenal']","[u'senario', u'sabah', u'sarawak', u'tetap', u'wajib', u'ajar', u'kesan', u'pulau', u'kanak', u'arak']","[u'senario', u'sabah', u'tetap', u'sarawak', u'pulau', u'arak', u'kaum', u'wajib', u'kanak', u'kenal']","[u'senario', u'sabah', u'sarawak', u'tetap', u'ajar', u'wajib', u'pulau', u'tangan', u'kanak', u'sekolah']","[u'senario', u'sabah', u'tetap', u'sarawak', u'pulau', u'wajib', u'kanak', u'taraf', u'kaji', u'ajar']","[u'senario', u'sabah', u'tetap', u'sarawak', u'kanak', u'wajib', u'arak', u'sekolah', u'tangan', u'kaji']","[u'senario', u'sabah', u'tetap', u'sarawak', u'wajib', u'kanak', u'arak', u'taraf', u'tangan', u'pulau']"
"[u'senario', u'sabah', u'sekolah', u'tetap', u'ajar', u'laksana', u'tangan', u'bekal', u'status', u'sarawak']","[u'senario', u'sabah', u'tetap', u'sekolah', u'ajar', u'tangan', u'laksana', u'sarawak', u'bekal', u'senarai']","[u'senario', u'sabah', u'tetap', u'ajar', u'sekolah', u'laksana', u'bekal', u'sarawak', u'mati', u'senarai']","[u'senario', u'sabah', u'sekolah', u'tetap', u'ajar', u'bekal', u'laksana', u'libat', u'status', u'tangan']","[u'senario', u'sabah', u'ajar', u'sekolah', u'tetap', u'laksana', u'tangan', u'sarawak', u'bekal', u'status']","[u'senario', u'sabah', u'tetap', u'sekolah', u'laksana', u'ajar', u'sarawak', u'bekal', u'tangan', u'libat']","[u'senario', u'sabah', u'tetap', u'ajar', u'sekolah', u'sarawak', u'laksana', u'tangan', u'bekal', u'senarai']","[u'senario', u'sabah', u'tetap', u'laksana', u'ajar', u'bekal', u'sekolah', u'sarawak', u'libat', u'tangan']","[u'senario', u'sabah', u'sekolah', u'tetap', u'laksana', u'ajar', u'tangan', u'senarai', u'libat', u'sarawak']","[u'senario', u'sabah', u'tetap', u'sekolah', u'ajar', u'sarawak', u'tangan', u'laksana', u'bekal', u'senarai']"
"[u'senario', u'ajar', u'sabah', u'tahan', u'kenal', u'kesan', u'tangan', u'keluarga', u'bayar', u'sekolah']","[u'senario', u'sabah', u'tangan', u'bayar', u'keluarga', u'ajar', u'laksana', u'tetap', u'kesan', u'kenal']","[u'senario', u'bayar', u'sabah', u'ajar', u'kesan', u'agama', u'kenal', u'laksana', u'keluarga', u'tahan']","[u'senario', u'sabah', u'ajar', u'kenal', u'kesan', u'sekolah', u'tangan', u'bayar', u'laksana', u'tahan']","[u'senario', u'ajar', u'kesan', u'sabah', u'tangan', u'tahan', u'sekolah', u'kenal', u'laksana', u'bayar']","[u'senario', u'sabah', u'kenal', u'ajar', u'tangan', u'keluarga', u'kesan', u'laksana', u'agama', u'bayar']","[u'senario', u'ajar', u'tangan', u'sabah', u'tuju', u'kesan', u'laksana', u'sekolah', u'agama', u'tetap']","[u'senario', u'sabah', u'bayar', u'ajar', u'tangan', u'laksana', u'kesan', u'tetap', u'tuju', u'keluarga']","[u'senario', u'tangan', u'sabah', u'ajar', u'laksana', u'sekolah', u'agama', u'kenal', u'kesan', u'keluarga']","[u'senario', u'tangan', u'sabah', u'ajar', u'bayar', u'laksana', u'kesan', u'keluarga', u'tetap', u'sekolah']"
"[u'senario', u'ajar', u'sekolah', u'status', u'sabah', u'sarawak', u'tetap', u'akibat', u'jauh', u'laksana']","[u'senario', u'ajar', u'sekolah', u'sabah', u'status', u'sarawak', u'tetap', u'tangan', u'akibat', u'laksana']","[u'senario', u'ajar', u'sekolah', u'status', u'sabah', u'sarawak', u'jauh', u'tetap', u'laksana', u'kesan']","[u'senario', u'sekolah', u'ajar', u'status', u'sabah', u'sarawak', u'tetap', u'jauh', u'libat', u'laksana']","[u'senario', u'ajar', u'sekolah', u'status', u'sabah', u'sarawak', u'jauh', u'tetap', u'kesan', u'laksana']","[u'senario', u'ajar', u'status', u'sekolah', u'sabah', u'sarawak', u'tetap', u'jauh', u'wujud', u'laksana']","[u'senario', u'ajar', u'sekolah', u'status', u'sarawak', u'tetap', u'sabah', u'wujud', u'tangan', u'laksana']","[u'senario', u'ajar', u'status', u'sekolah', u'sabah', u'tetap', u'sarawak', u'wujud', u'laksana', u'libat']","[u'senario', u'sekolah', u'status', u'ajar', u'sabah', u'sarawak', u'tetap', u'laksana', u'libat', u'jauh']","[u'senario', u'ajar', u'status', u'sekolah', u'sarawak', u'tetap', u'sabah', u'tangan', u'jauh', u'libat']"
"[u'senario', u'laksana', u'sekolah', u'sabah', u'ajar', u'tangan', u'status', u'tetap', u'sarawak', u'siasat']","[u'senario', u'laksana', u'sabah', u'sekolah', u'tangan', u'sarawak', u'tetap', u'ajar', u'siasat', u'status']","[u'senario', u'laksana', u'sabah', u'sekolah', u'ajar', u'siasat', u'sarawak', u'tetap', u'tangan', u'tuju']","[u'senario', u'sekolah', u'laksana', u'sabah', u'ajar', u'siasat', u'tangan', u'status', u'sarawak', u'libat']","[u'senario', u'laksana', u'sekolah', u'sabah', u'ajar', u'sarawak', u'siasat', u'tangan', u'tuju', u'jauh']","[u'senario', u'laksana', u'sabah', u'sekolah', u'sarawak', u'ajar', u'siasat', u'tangan', u'tetap', u'tuju']","[u'senario', u'laksana', u'sekolah', u'sabah', u'tuju', u'ajar', u'sarawak', u'tangan', u'tetap', u'lembaga']","[u'senario', u'laksana', u'sekolah', u'sabah', u'ajar', u'tuju', u'tangan', u'sarawak', u'tetap', u'lembaga']","[u'senario', u'laksana', u'sekolah', u'sabah', u'tangan', u'ajar', u'sarawak', u'status', u'libat', u'agama']","[u'senario', u'laksana', u'sekolah', u'sabah', u'tangan', u'tetap', u'ajar', u'sarawak', u'tuju', u'status']"
"[u'senario', u'tetap', u'sabah', u'laksana', u'ajar', u'tangan', u'sekolah', u'khusus', u'kanak', u'banjir']","[u'senario', u'tetap', u'sabah', u'laksana', u'tangan', u'sarawak', u'kanak', u'senarai', u'hidup', u'ajar']","[u'senario', u'sabah', u'tetap', u'laksana', u'ajar', u'khusus', u'sarawak', u'tangan', u'siasat', u'bayar']","[u'senario', u'sabah', u'tetap', u'laksana', u'ajar', u'sekolah', u'banjir', u'tangan', u'khusus', u'sarawak']","[u'senario', u'sabah', u'tetap', u'laksana', u'ajar', u'sarawak', u'khusus', u'tangan', u'sekolah', u'senarai']","[u'senario', u'tetap', u'sabah', u'laksana', u'sarawak', u'tangan', u'ajar', u'hidup', u'kanak', u'siasat']","[u'senario', u'tetap', u'sabah', u'laksana', u'tangan', u'ajar', u'sarawak', u'kanak', u'tuju', u'senarai']","[u'senario', u'tetap', u'sabah', u'laksana', u'tangan', u'khusus', u'ajar', u'sarawak', u'kanak', u'bayar']","[u'senario', u'tetap', u'sabah', u'laksana', u'tangan', u'sarawak', u'senarai', u'kanak', u'sekolah', u'khusus']","[u'senario', u'tetap', u'sabah', u'laksana', u'tangan', u'senarai', u'sarawak', u'ajar', u'kanak', u'khusus']"
"[u'senario', u'tetap', u'sekolah', u'sabah', u'khas', u'tangan', u'nilai', u'kesan', u'tuju', u'status']","[u'senario', u'tetap', u'sabah', u'tangan', u'sekolah', u'khas', u'sarawak', u'kesan', u'sosial', u'laksana']","[u'senario', u'sabah', u'tetap', u'kesan', u'sekolah', u'khas', u'laksana', u'tangan', u'sarawak', u'siasat']","[u'senario', u'tetap', u'sabah', u'sekolah', u'kesan', u'tangan', u'siasat', u'khas', u'status', u'laksana']","[u'senario', u'sabah', u'tetap', u'sekolah', u'kesan', u'khas', u'tangan', u'sarawak', u'tuju', u'siasat']","[u'senario', u'sabah', u'tetap', u'sekolah', u'khas', u'kesan', u'tangan', u'sarawak', u'tuju', u'siasat']","[u'senario', u'tetap', u'sabah', u'tuju', u'sekolah', u'tangan', u'kesan', u'khas', u'sarawak', u'laksana']","[u'senario', u'tetap', u'sabah', u'khas', u'kesan', u'tangan', u'sekolah', u'tuju', u'wujud', u'laksana']","[u'senario', u'tetap', u'sabah', u'sekolah', u'khas', u'tangan', u'kesan', u'laksana', u'status', u'agama']","[u'senario', u'tetap', u'sabah', u'tangan', u'sekolah', u'khas', u'sarawak', u'tuju', u'kesan', u'sosial']"
"[u'senario', u'tetap', u'sekolah', u'sarawak', u'sabah', u'tangan', u'kenal', u'nilai', u'akibat', u'libat']","[u'senario', u'tetap', u'sarawak', u'sabah', u'tangan', u'sekolah', u'libat', u'akibat', u'kaum', u'kesan']","[u'senario', u'sabah', u'sarawak', u'tetap', u'sekolah', u'tangan', u'kenal', u'kesan', u'laksana', u'akibat']","[u'senario', u'sekolah', u'tetap', u'sabah', u'sarawak', u'tangan', u'kenal', u'libat', u'akibat', u'kesan']","[u'senario', u'sarawak', u'sabah', u'sekolah', u'tetap', u'tangan', u'kesan', u'kenal', u'libat', u'nilai']","[u'senario', u'sarawak', u'sabah', u'tetap', u'sekolah', u'tangan', u'kenal', u'kaum', u'kesan', u'libat']","[u'senario', u'tetap', u'sarawak', u'sabah', u'sekolah', u'tangan', u'tuju', u'akibat', u'kesan', u'laksana']","[u'senario', u'tetap', u'sarawak', u'sabah', u'sekolah', u'tangan', u'libat', u'kesan', u'laksana', u'ajar']","[u'senario', u'sarawak', u'tetap', u'sabah', u'sekolah', u'tangan', u'libat', u'kenal', u'kesan', u'laksana']","[u'senario', u'tetap', u'sarawak', u'sabah', u'tangan', u'sekolah', u'libat', u'kenal', u'kesan', u'ajar']"
"[u'senario', u'tetap', u'sekolah', u'laksana', u'tangan', u'tuju', u'libat', u'sabah', u'siasat', u'ajar']","[u'senario', u'tetap', u'tangan', u'sekolah', u'laksana', u'sabah', u'libat', u'tuju', u'siasat', u'sarawak']","[u'senario', u'laksana', u'tetap', u'sekolah', u'tangan', u'sabah', u'tuju', u'libat', u'siasat', u'ajar']","[u'senario', u'sekolah', u'tetap', u'laksana', u'tangan', u'libat', u'sabah', u'siasat', u'tuju', u'banjir']","[u'senario', u'laksana', u'sekolah', u'tetap', u'tangan', u'libat', u'sabah', u'tuju', u'siasat', u'ajar']","[u'senario', u'tetap', u'laksana', u'sekolah', u'tangan', u'sabah', u'tuju', u'siasat', u'libat', u'sarawak']","[u'senario', u'tetap', u'laksana', u'tuju', u'tangan', u'sekolah', u'sabah', u'libat', u'siasat', u'ajar']","[u'senario', u'laksana', u'tetap', u'sekolah', u'tangan', u'tuju', u'libat', u'sabah', u'siasat', u'ajar']","[u'senario', u'laksana', u'tangan', u'sekolah', u'tetap', u'libat', u'tuju', u'sabah', u'siasat', u'status']","[u'senario', u'tetap', u'tangan', u'laksana', u'sekolah', u'sabah', u'libat', u'tuju', u'sarawak', u'ajar']"
"[u'senario', u'tangan', u'tetap', u'ajar', u'agama', u'sabah', u'kenal', u'nilai', u'laksana', u'sekolah']","[u'senario', u'tangan', u'tetap', u'sabah', u'ajar', u'agama', u'laksana', u'libat', u'kenal', u'sarawak']","[u'senario', u'ajar', u'tangan', u'sabah', u'tetap', u'kenal', u'agama', u'laksana', u'kesan', u'jenayah']","[u'senario', u'tangan', u'tetap', u'ajar', u'sabah', u'kenal', u'agama', u'sekolah', u'libat', u'kesan']","[u'senario', u'tangan', u'ajar', u'tetap', u'sabah', u'agama', u'kenal', u'laksana', u'kesan', u'jenayah']","[u'senario', u'tetap', u'tangan', u'ajar', u'sabah', u'agama', u'kenal', u'laksana', u'kesan', u'siasat']","[u'senario', u'tangan', u'tetap', u'ajar', u'sabah', u'agama', u'laksana', u'kenal', u'kesan', u'jenayah']","[u'senario', u'ajar', u'tetap', u'tangan', u'sabah', u'laksana', u'agama', u'kenal', u'libat', u'kesan']","[u'senario', u'tangan', u'tetap', u'agama', u'ajar', u'sabah', u'libat', u'kenal', u'jenayah', u'laksana']","[u'senario', u'tangan', u'tetap', u'ajar', u'sabah', u'agama', u'kenal', u'laksana', u'sarawak', u'libat']"
"[u'senario', u'sabah', u'tetap', u'tangan', u'sekolah', u'kesan', u'bekal', u'ajar', u'status', u'libat']","[u'senario', u'sabah', u'tangan', u'tetap', u'sekolah', u'kesan', u'sarawak', u'bekal', u'libat', u'status']","[u'senario', u'sabah', u'tetap', u'sekolah', u'tangan', u'kesan', u'bekal', u'wujud', u'sarawak', u'ajar']","[u'senario', u'sabah', u'sekolah', u'tetap', u'bekal', u'kesan', u'tangan', u'libat', u'status', u'sarawak']","[u'senario', u'sabah', u'tangan', u'kesan', u'sekolah', u'tetap', u'ajar', u'bekal', u'sarawak', u'laksana']","[u'senario', u'sabah', u'tetap', u'tangan', u'kesan', u'sekolah', u'sarawak', u'masing', u'wujud', u'bekal']","[u'senario', u'sabah', u'tetap', u'tangan', u'kesan', u'sekolah', u'bekal', u'wujud', u'tuju', u'sarawak']","[u'senario', u'sabah', u'tetap', u'tangan', u'bekal', u'sekolah', u'kesan', u'wujud', u'ajar', u'libat']","[u'senario', u'sabah', u'tangan', u'sekolah', u'tetap', u'kesan', u'libat', u'status', u'wujud', u'jenayah']","[u'senario', u'sabah', u'tangan', u'tetap', u'sekolah', u'bekal', u'sarawak', u'wujud', u'kesan', u'libat']"
"[u'senario', u'ajar', u'sarawak', u'sabah', u'sekolah', u'status', u'milik', u'laksana', u'tetap', u'kesan']","[u'senario', u'sarawak', u'sabah', u'ajar', u'tetap', u'sekolah', u'laksana', u'status', u'milik', u'kaji']","[u'senario', u'sabah', u'sarawak', u'ajar', u'laksana', u'sekolah', u'tetap', u'status', u'milik', u'kaji']","[u'senario', u'sabah', u'sarawak', u'sekolah', u'ajar', u'tetap', u'status', u'milik', u'laksana', u'kesan']","[u'senario', u'sarawak', u'sabah', u'ajar', u'laksana', u'status', u'sekolah', u'tetap', u'kesan', u'milik']","[u'senario', u'sabah', u'sarawak', u'tetap', u'laksana', u'ajar', u'milik', u'status', u'sekolah', u'kesan']","[u'senario', u'sarawak', u'sabah', u'ajar', u'tetap', u'laksana', u'sekolah', u'kaji', u'milik', u'status']","[u'senario', u'ajar', u'sarawak', u'sabah', u'laksana', u'tetap', u'sekolah', u'milik', u'status', u'kaji']","[u'senario', u'sarawak', u'sabah', u'sekolah', u'ajar', u'status', u'laksana', u'tetap', u'milik', u'kesan']","[u'senario', u'sarawak', u'sabah', u'ajar', u'laksana', u'status', u'tetap', u'sekolah', u'milik', u'kaji']"
"[u'senario', u'sekolah', u'tetap', u'ajar', u'laksana', u'libat', u'sabah', u'tangan', u'jauh', u'kesan']","[u'senario', u'tetap', u'sekolah', u'sabah', u'ajar', u'laksana', u'libat', u'jauh', u'tangan', u'sarawak']","[u'senario', u'tetap', u'sekolah', u'sabah', u'ajar', u'laksana', u'jauh', u'libat', u'sarawak', u'jelas']","[u'senario', u'sekolah', u'tetap', u'ajar', u'sabah', u'laksana', u'jauh', u'libat', u'tangan', u'kesan']","[u'senario', u'sekolah', u'tetap', u'ajar', u'laksana', u'sabah', u'jauh', u'libat', u'tangan', u'sarawak']","[u'senario', u'tetap', u'sekolah', u'sabah', u'ajar', u'laksana', u'jauh', u'libat', u'tangan', u'jelas']","[u'senario', u'tetap', u'sekolah', u'ajar', u'sabah', u'laksana', u'jauh', u'tangan', u'libat', u'kaji']","[u'senario', u'sekolah', u'tetap', u'ajar', u'laksana', u'jauh', u'libat', u'sabah', u'tangan', u'wujud']","[u'senario', u'sekolah', u'tetap', u'ajar', u'libat', u'laksana', u'sabah', u'jauh', u'tangan', u'jenayah']","[u'senario', u'sekolah', u'tetap', u'ajar', u'sabah', u'laksana', u'libat', u'jauh', u'tangan', u'sarawak']"
